age,sex,geo,TIME_PERIOD,OBS_VALUE
TOTAL,M,EL,2019,5208293.0
TOTAL,M,EL,2020,5215488.0
TOTAL,M,EL,2021,5196048.0
TOTAL,M,EL,2022,5114747.0
TOTAL,M,EL,2023,5090591.0
TOTAL,M,ES,1960,14831040.0
TOTAL,M,ES,1961,14956240.0
TOTAL,M,ES,1962,15029826.0
TOTAL,M,ES,1963,15166264.0
TOTAL,M,ES,1964,15320452.0
TOTAL,M,ES,1965,15496498.0
TOTAL,M,ES,1966,15683942.0
TOTAL,M,ES,1967,15874608.0
TOTAL,M,ES,1968,16083110.0
TOTAL,M,ES,1969,16265389.0
TOTAL,M,ES,1970,16414300.0
TOTAL,M,ES,1971,16641744.0
TOTAL,M,ES,1972,16827942.0
TOTAL,M,ES,1973,17027972.0
TOTAL,M,ES,1974,17220063.0
TOTAL,M,ES,1975,17419371.0
TOTAL,M,ES,1976,17612561.0
TOTAL,M,ES,1977,17807322.0
TOTAL,M,ES,1978,17993218.0
TOTAL,M,ES,1979,18167281.0
TOTAL,M,ES,1980,18323513.0
TOTAL,M,ES,1981,18467449.0
TOTAL,M,ES,1982,18591423.0
TOTAL,M,ES,1983,18695393.0
TOTAL,M,ES,1984,18775089.0
TOTAL,M,ES,1985,18849258.0
TOTAL,M,ES,1986,18906124.0
TOTAL,M,ES,1987,18954956.0
TOTAL,M,ES,1988,18995710.0
TOTAL,M,ES,1989,19023679.0
TOTAL,M,ES,1990,19039785.0
TOTAL,M,ES,1991,19042818.0
TOTAL,M,ES,1992,19126029.0
TOTAL,M,ES,1993,19231389.0
TOTAL,M,ES,1994,19328299.0
TOTAL,M,ES,1995,19417999.0
TOTAL,M,ES,1996,19500458.0
TOTAL,M,ES,1997,19579778.0
TOTAL,M,ES,1998,19664565.0
TOTAL,M,ES,1999,19744257.0
TOTAL,M,ES,2000,19826339.0
TOTAL,M,ES,2001,19923892.0
TOTAL,M,ES,2002,20115524.0
TOTAL,M,ES,2003,20542467.0
TOTAL,M,ES,2004,20924577.0
TOTAL,M,ES,2005,21335287.0
TOTAL,M,ES,2006,21719318.0
TOTAL,M,ES,2007,22118976.0
TOTAL,M,ES,2008,22591483.0
TOTAL,M,ES,2009,22880534.0
TOTAL,M,ES,2010,22982272.0
TOTAL,M,ES,2011,23049480.0
TOTAL,M,ES,2012,23099012.0
TOTAL,M,ES,2013,23017760.0
TOTAL,M,ES,2014,22877461.0
TOTAL,M,ES,2015,22826546.0
TOTAL,M,ES,2016,22807464.0
TOTAL,M,ES,2017,22834598.0
TOTAL,M,ES,2018,22881882.0
TOTAL,M,ES,2019,23009259.0
TOTAL,M,ES,2020,23199313.0
TOTAL,M,ES,2021,23227282.0
TOTAL,M,ES,2022,23237152.0
TOTAL,M,ES,2023,23565593.0
TOTAL,M,EU27_2020,1985,200118494.0
TOTAL,M,EU27_2020,1990,203365156.0
TOTAL,M,EU27_2020,1991,204135430.0
TOTAL,M,EU27_2020,1992,204599131.0
TOTAL,M,EU27_2020,1993,205413335.0
TOTAL,M,EU27_2020,1994,206003340.0
TOTAL,M,EU27_2020,1995,206405107.0
TOTAL,M,EU27_2020,1996,206740184.0
TOTAL,M,EU27_2020,1997,207047594.0
TOTAL,M,EU27_2020,1998,208106414.0
TOTAL,M,EU27_2020,1999,208345364.0
TOTAL,M,EU27_2020,2000,208528459.0
TOTAL,M,EU27_2020,2001,208899113.0
TOTAL,M,EU27_2020,2002,209178260.0
TOTAL,M,EU27_2020,2003,209915991.0
TOTAL,M,EU27_2020,2004,210719557.0
TOTAL,M,EU27_2020,2005,211575156.0
TOTAL,M,EU27_2020,2006,212300684.0
TOTAL,M,EU27_2020,2007,213039461.0
TOTAL,M,EU27_2020,2008,213826199.0
TOTAL,M,EU27_2020,2009,214495279.0
TOTAL,M,EU27_2020,2010,214830994.0
TOTAL,M,EU27_2020,2011,214233803.0
TOTAL,M,EU27_2020,2012,214546515.0
TOTAL,M,EU27_2020,2013,214957544.0
TOTAL,M,EU27_2020,2014,215847263.0
TOTAL,M,EU27_2020,2015,216284884.0
TOTAL,M,EU27_2020,2016,217069355.0
TOTAL,M,EU27_2020,2017,217484393.0
TOTAL,M,EU27_2020,2018,217882309.0
TOTAL,M,EU27_2020,2019,218073691.0
TOTAL,M,EU27_2020,2020,218556159.0
TOTAL,M,EU27_2020,2021,218505809.0
TOTAL,M,EU27_2020,2022,218344994.0
TOTAL,M,EU27_2020,2023,219353139.0
TOTAL,M,FI,1960,2124665.0
TOTAL,M,FI,1961,2142263.0
TOTAL,M,FI,1962,2157873.0
TOTAL,M,FI,1963,2174124.0
TOTAL,M,FI,1964,2190753.0
TOTAL,M,FI,1965,2200340.0
TOTAL,M,FI,1966,2207250.0
TOTAL,M,FI,1967,2218601.0
TOTAL,M,FI,1968,2232588.0
TOTAL,M,FI,1969,2239681.0
TOTAL,M,FI,1970,2230217.0
TOTAL,M,FI,1971,2219985.0
TOTAL,M,FI,1972,2234037.0
TOTAL,M,FI,1973,2249051.0
TOTAL,M,FI,1974,2262142.0
TOTAL,M,FI,1975,2273815.0
TOTAL,M,FI,1976,2282115.0
TOTAL,M,FI,1977,2286392.0
TOTAL,M,FI,1978,2295668.0
TOTAL,M,FI,1979,2300790.0
TOTAL,M,FI,1980,2306784.0
TOTAL,M,FI,1981,2314843.0
TOTAL,M,FI,1982,2327473.0
TOTAL,M,FI,1983,2342869.0
TOTAL,M,FI,1984,2357172.0
TOTAL,M,FI,1985,2369228.0
TOTAL,M,FI,1986,2377780.0
TOTAL,M,FI,1987,2385866.0
TOTAL,M,FI,1988,2392868.0
TOTAL,M,FI,1989,2401368.0
TOTAL,M,FI,1990,2412760.0
TOTAL,M,FI,1991,2426204.0
TOTAL,M,FI,1992,2443042.0
TOTAL,M,FI,1993,2457282.0
TOTAL,M,FI,1994,2470196.0
TOTAL,M,FI,1995,2481649.0
TOTAL,M,FI,1996,2491701.0
TOTAL,M,FI,1997,2500596.0
TOTAL,M,FI,1998,2509098.0
TOTAL,M,FI,1999,2516075.0
TOTAL,M,FI,2000,2523026.0
TOTAL,M,FI,2001,2529341.0
TOTAL,M,FI,2002,2537597.0
TOTAL,M,FI,2003,2544916.0
TOTAL,M,FI,2004,2552893.0
TOTAL,M,FI,2005,2562077.0
TOTAL,M,FI,2006,2572350.0
TOTAL,M,FI,2007,2583742.0
TOTAL,M,FI,2008,2596787.0
TOTAL,M,FI,2009,2611653.0
TOTAL,M,FI,2010,2625067.0
TOTAL,M,FI,2011,2638416.0
TOTAL,M,FI,2012,2652534.0
TOTAL,M,FI,2013,2666622.0
TOTAL,M,FI,2014,2680364.0
TOTAL,M,FI,2015,2691863.0
TOTAL,M,FI,2016,2701490.0
TOTAL,M,FI,2017,2712327.0
TOTAL,M,FI,2018,2719131.0
TOTAL,M,FI,2019,2723290.0
TOTAL,M,FI,2020,2728262.0
TOTAL,M,FI,2021,2733808.0
TOTAL,M,FI,2022,2743101.0
TOTAL,M,FI,2023,2753477.0
TOTAL,M,FR,1991,28391114.0
TOTAL,M,FR,1992,28527539.0
TOTAL,M,FR,1993,28657949.0
TOTAL,M,FR,1994,28752019.0
TOTAL,M,FR,1995,28841197.0
TOTAL,M,FR,1996,28929309.0
TOTAL,M,FR,1997,29020418.0
TOTAL,M,FR,1998,29112484.0
TOTAL,M,FR,1999,29214237.0
TOTAL,M,FR,2000,29383653.0
TOTAL,M,FR,2001,29578326.0
TOTAL,M,FR,2002,29778112.0
TOTAL,M,FR,2003,29976600.0
TOTAL,M,FR,2004,30171688.0
TOTAL,M,FR,2005,30385862.0
TOTAL,M,FR,2006,30591100.0
TOTAL,M,FR,2007,30803233.0
TOTAL,M,FR,2008,30980230.0
TOTAL,M,FR,2009,31147979.0
TOTAL,M,FR,2010,31301764.0
TOTAL,M,FR,2011,31462902.0
TOTAL,M,FR,2012,31605383.0
TOTAL,M,FR,2013,31772665.0
TOTAL,M,FR,2014,32045129.0
TOTAL,M,FR,2015,32174258.0
TOTAL,M,FR,2016,32247386.0
TOTAL,M,FR,2017,32314352.0
TOTAL,M,FR,2018,32414230.0
TOTAL,M,FR,2019,32475891.0
TOTAL,M,FR,2020,32532669.0
TOTAL,M,FR,2021,32717344.0
TOTAL,M,FR,2022,32835985.0
TOTAL,M,FR,2023,33011791.0
TOTAL,M,GE,2000,2092800.0
TOTAL,M,GE,2001,2075800.0
TOTAL,M,GE,2002,2061700.0
TOTAL,M,GE,2003,2061900.0
TOTAL,M,GE,2004,2039000.0
TOTAL,M,GE,2005,2043600.0
TOTAL,M,GE,2006,2083892.0
TOTAL,M,GE,2007,2079545.0
TOTAL,M,GE,2008,2078395.0
TOTAL,M,GE,2009,2080807.0
TOTAL,M,GE,2010,2108914.0
TOTAL,M,GE,2011,2127278.0
TOTAL,M,GE,2012,2143794.0
TOTAL,M,GE,2014,2141372.0
TOTAL,M,GE,2015,1778500.0
TOTAL,M,GE,2016,1779500.0
TOTAL,M,GE,2017,1781500.0
TOTAL,M,GE,2018,1791559.0
TOTAL,M,GE,2019,1790899.0
TOTAL,M,GE,2020,1790279.0
TOTAL,M,GE,2021,1796223.0
TOTAL,M,GE,2022,1769995.0
TOTAL,M,GE,2023,1793820.0
TOTAL,M,HR,1981,2226890.0
TOTAL,M,HR,1982,2236788.0
TOTAL,M,HR,1983,2249260.0
TOTAL,M,HR,1984,2260423.0
TOTAL,M,HR,1985,2271060.0
TOTAL,M,HR,1986,2281517.0
TOTAL,M,HR,1987,2291276.0
TOTAL,M,HR,1988,2300220.0
TOTAL,M,HR,1989,2307138.0
TOTAL,M,HR,1990,2312578.0
TOTAL,M,HR,1991,2317548.0
TOTAL,M,HR,1992,2216441.0
TOTAL,M,HR,1993,2189412.0
TOTAL,M,HR,1994,2232369.0
TOTAL,M,HR,1995,2238971.0
TOTAL,M,HR,1996,2201618.0
TOTAL,M,HR,1997,2178485.0
TOTAL,M,HR,1998,2180303.0
TOTAL,M,HR,1999,2175810.0
TOTAL,M,HR,2000,2163078.0
TOTAL,M,HR,2001,2064097.0
TOTAL,M,HR,2002,2069027.0
TOTAL,M,HR,2003,2068385.0
TOTAL,M,HR,2004,2068841.0
TOTAL,M,HR,2005,2072281.0
TOTAL,M,HR,2006,2073933.0
TOTAL,M,HR,2007,2076181.0
TOTAL,M,HR,2008,2076988.0
TOTAL,M,HR,2009,2076767.0
TOTAL,M,HR,2010,2074651.0
TOTAL,M,HR,2011,2068752.0
TOTAL,M,HR,2012,2062309.0
TOTAL,M,HR,2013,2056483.0
TOTAL,M,HR,2014,2049748.0
TOTAL,M,HR,2015,2039227.0
TOTAL,M,HR,2016,2022797.0
TOTAL,M,HR,2017,2005210.0
TOTAL,M,HR,2018,1981799.0
TOTAL,M,HR,2019,1972572.0
TOTAL,M,HR,2020,1971650.0
TOTAL,M,HR,2021,1964930.0
TOTAL,M,HR,2022,1862293.0
TOTAL,M,HR,2023,1861866.0
TOTAL,M,HU,1960,4804043.0
TOTAL,M,HU,1961,4828164.0
TOTAL,M,HU,1962,4851471.0
TOTAL,M,HU,1963,4863372.0
TOTAL,M,HU,1964,4880359.0
TOTAL,M,HU,1965,4896837.0
TOTAL,M,HU,1966,4909957.0
TOTAL,M,HU,1967,4929411.0
TOTAL,M,HU,1968,4949843.0
TOTAL,M,HU,1969,4969737.0
TOTAL,M,HU,1970,5003651.0
TOTAL,M,HU,1971,5019472.0
TOTAL,M,HU,1972,5032776.0
TOTAL,M,HU,1973,5050271.0
TOTAL,M,HU,1974,5066834.0
TOTAL,M,HU,1975,5097229.0
TOTAL,M,HU,1976,5128907.0
TOTAL,M,HU,1977,5155852.0
TOTAL,M,HU,1978,5177960.0
TOTAL,M,HU,1979,5191336.0
TOTAL,M,HU,1980,5188709.0
TOTAL,M,HU,1981,5188095.0
TOTAL,M,HU,1982,5184515.0
TOTAL,M,HU,1983,5177073.0
TOTAL,M,HU,1984,5163504.0
TOTAL,M,HU,1985,5149332.0
TOTAL,M,HU,1986,5138124.0
TOTAL,M,HU,1987,5126602.0
TOTAL,M,HU,1988,5116264.0
TOTAL,M,HU,1989,5106715.0
TOTAL,M,HU,1990,4984904.0
TOTAL,M,HU,1991,4979833.0
TOTAL,M,HU,1992,4975730.0
TOTAL,M,HU,1993,4966328.0
TOTAL,M,HU,1994,4953428.0
TOTAL,M,HU,1995,4941620.0
TOTAL,M,HU,1996,4929222.0
TOTAL,M,HU,1997,4915956.0
TOTAL,M,HU,1998,4901764.0
TOTAL,M,HU,1999,4884396.0
TOTAL,M,HU,2000,4865194.0
TOTAL,M,HU,2001,4851012.0
TOTAL,M,HU,2002,4836980.0
TOTAL,M,HU,2003,4818456.0
TOTAL,M,HU,2004,4804113.0
TOTAL,M,HU,2005,4793115.0
TOTAL,M,HU,2006,4784579.0
TOTAL,M,HU,2007,4779078.0
TOTAL,M,HU,2008,4769562.0
TOTAL,M,HU,2009,4763050.0
TOTAL,M,HU,2010,4756900.0
TOTAL,M,HU,2011,4743901.0
TOTAL,M,HU,2012,4724666.0
TOTAL,M,HU,2013,4715953.0
TOTAL,M,HU,2014,4703391.0
TOTAL,M,HU,2015,4695779.0
TOTAL,M,HU,2016,4688519.0
TOTAL,M,HU,2017,4675291.0
TOTAL,M,HU,2018,4671602.0
TOTAL,M,HU,2019,4675821.0
TOTAL,M,HU,2020,4680790.0
TOTAL,M,HU,2021,4663794.0
TOTAL,M,HU,2022,4644875.0
TOTAL,M,HU,2023,4625260.0
TOTAL,M,IE,1960,1429000.0
TOTAL,M,IE,1961,1419100.0
TOTAL,M,IE,1962,1421200.0
TOTAL,M,IE,1963,1430200.0
TOTAL,M,IE,1964,1438000.0
TOTAL,M,IE,1965,1444300.0
TOTAL,M,IE,1966,1448000.0
TOTAL,M,IE,1967,1455000.0
TOTAL,M,IE,1968,1461900.0
TOTAL,M,IE,1969,1468400.0
TOTAL,M,IE,1970,1478900.0
TOTAL,M,IE,1971,1492300.0
TOTAL,M,IE,1972,1513300.0
TOTAL,M,IE,1973,1537500.0
TOTAL,M,IE,1974,1563000.0
TOTAL,M,IE,1975,1590100.0
TOTAL,M,IE,1976,1616400.0
TOTAL,M,IE,1977,1639500.0
TOTAL,M,IE,1978,1660800.0
TOTAL,M,IE,1979,1686500.0
TOTAL,M,IE,1980,1705100.0
TOTAL,M,IE,1981,1724100.0
TOTAL,M,IE,1982,1744500.0
TOTAL,M,IE,1983,1754500.0
TOTAL,M,IE,1984,1766100.0
TOTAL,M,IE,1985,1774746.0
TOTAL,M,IE,1986,1770900.0
TOTAL,M,IE,1987,1770250.0
TOTAL,M,IE,1988,1761765.0
TOTAL,M,IE,1989,1747873.0
TOTAL,M,IE,1990,1743208.0
TOTAL,M,IE,1991,1750875.0
TOTAL,M,IE,1992,1764716.0
TOTAL,M,IE,1993,1775651.0
TOTAL,M,IE,1994,1782109.0
TOTAL,M,IE,1995,1787212.0
TOTAL,M,IE,1996,1797356.0
TOTAL,M,IE,1997,1814701.0
TOTAL,M,IE,1998,1833991.0
TOTAL,M,IE,1999,1853675.0
TOTAL,M,IE,2000,1876864.0
TOTAL,M,IE,2001,1905582.0
TOTAL,M,IE,2002,1937905.0
TOTAL,M,IE,2003,1969227.0
TOTAL,M,IE,2004,2003162.0
TOTAL,M,IE,2005,2049350.0
TOTAL,M,IE,2006,2103449.0
TOTAL,M,IE,2007,2172790.0
TOTAL,M,IE,2008,2226754.0
TOTAL,M,IE,2009,2252658.0
TOTAL,M,IE,2010,2260974.0
TOTAL,M,IE,2011,2269426.0
TOTAL,M,IE,2012,2273999.0
TOTAL,M,IE,2013,2283462.0
TOTAL,M,IE,2014,2295850.0
TOTAL,M,IE,2015,2313342.0
TOTAL,M,IE,2016,2339141.0
TOTAL,M,IE,2017,2367918.0
TOTAL,M,IE,2018,2392223.0
TOTAL,M,IE,2019,2428881.0
TOTAL,M,IE,2020,2457657.0
TOTAL,M,IE,2021,2477803.0
TOTAL,M,IE,2022,2503707.0
TOTAL,M,IE,2023,2604547.0
TOTAL,M,IS,1960,87773.0
TOTAL,M,IS,1961,89578.0
TOTAL,M,IS,1962,91355.0
TOTAL,M,IS,1963,93002.0
TOTAL,M,IS,1964,94708.0
TOTAL,M,IS,1965,96320.0
TOTAL,M,IS,1966,98013.0
TOTAL,M,IS,1967,99696.0
TOTAL,M,IS,1968,101302.0
TOTAL,M,IS,1969,102515.0
TOTAL,M,IS,1970,103156.0
TOTAL,M,IS,1971,103566.0
TOTAL,M,IS,1972,104793.0
TOTAL,M,IS,1973,106569.0
TOTAL,M,IS,1974,107996.0
TOTAL,M,IS,1975,109537.0
TOTAL,M,IS,1976,110753.0
TOTAL,M,IS,1977,111617.0
TOTAL,M,IS,1978,112283.0
TOTAL,M,IS,1979,113250.0
TOTAL,M,IS,1980,114439.0
TOTAL,M,IS,1981,115583.0
TOTAL,M,IS,1982,117000.0
TOTAL,M,IS,1983,118685.0
TOTAL,M,IS,1984,119969.0
TOTAL,M,IS,1985,121037.0
TOTAL,M,IS,1986,121721.0
TOTAL,M,IS,1987,122656.0
TOTAL,M,IS,1988,124360.0
TOTAL,M,IS,1989,126563.0
TOTAL,M,IS,1990,127432.0
TOTAL,M,IS,1991,128423.0
TOTAL,M,IS,1992,130247.0
TOTAL,M,IS,1993,131600.0
TOTAL,M,IS,1994,132951.0
TOTAL,M,IS,1995,133891.0
TOTAL,M,IS,1996,134310.0
TOTAL,M,IS,1997,135233.0
TOTAL,M,IS,1998,136444.0
TOTAL,M,IS,1999,138086.0
TOTAL,M,IS,2000,139665.0
TOTAL,M,IS,2001,141870.0
TOTAL,M,IS,2002,143450.0
TOTAL,M,IS,2003,144287.0
TOTAL,M,IS,2004,145401.0
TOTAL,M,IS,2005,147170.0
TOTAL,M,IS,2006,151202.0
TOTAL,M,IS,2007,156576.0
TOTAL,M,IS,2008,160896.0
TOTAL,M,IS,2009,162068.0
TOTAL,M,IS,2010,159936.0
TOTAL,M,IS,2011,160006.0
TOTAL,M,IS,2012,160364.0
TOTAL,M,IS,2013,161438.0
TOTAL,M,IS,2014,163318.0
TOTAL,M,IS,2015,165186.0
TOTAL,M,IS,2016,167270.0
TOTAL,M,IS,2017,171033.0
TOTAL,M,IS,2018,177600.0
TOTAL,M,IS,2019,182837.0
TOTAL,M,IS,2020,186941.0
TOTAL,M,IS,2021,189043.0
TOTAL,M,IS,2022,193095.0
TOTAL,M,IS,2023,199958.0
TOTAL,M,IT,1960,24498900.0
TOTAL,M,IT,1961,24668700.0
TOTAL,M,IT,1962,24829100.0
TOTAL,M,IT,1963,25000600.0
TOTAL,M,IT,1964,25186700.0
TOTAL,M,IT,1965,25408000.0
TOTAL,M,IT,1966,25607700.0
TOTAL,M,IT,1967,25803300.0
TOTAL,M,IT,1968,25974500.0
TOTAL,M,IT,1969,26122300.0
TOTAL,M,IT,1970,26260000.0
TOTAL,M,IT,1971,26390700.0
TOTAL,M,IT,1972,26499055.0
TOTAL,M,IT,1973,26677131.0
TOTAL,M,IT,1974,26840113.0
TOTAL,M,IT,1975,27006597.0
TOTAL,M,IT,1976,27137474.0
TOTAL,M,IT,1977,27249308.0
TOTAL,M,IT,1978,27337858.0
TOTAL,M,IT,1979,27409332.0
TOTAL,M,IT,1980,27459187.0
TOTAL,M,IT,1981,27485213.0
TOTAL,M,IT,1982,27487428.0
TOTAL,M,IT,1983,27500193.0
TOTAL,M,IT,1984,27496083.0
TOTAL,M,IT,1985,27501075.0
TOTAL,M,IT,1986,27500167.0
TOTAL,M,IT,1987,27493442.0
TOTAL,M,IT,1988,27495567.0
TOTAL,M,IT,1989,27511139.0
TOTAL,M,IT,1990,27527829.0
TOTAL,M,IT,1991,27547371.0
TOTAL,M,IT,1992,27553963.0
TOTAL,M,IT,1993,27572056.0
TOTAL,M,IT,1994,27576391.0
TOTAL,M,IT,1995,27568963.0
TOTAL,M,IT,1996,27560294.0
TOTAL,M,IT,1997,27566774.0
TOTAL,M,IT,1998,27571578.0
TOTAL,M,IT,1999,27563748.0
TOTAL,M,IT,2000,27562988.0
TOTAL,M,IT,2001,27576326.0
TOTAL,M,IT,2002,27585050.0
TOTAL,M,IT,2003,27658649.0
TOTAL,M,IT,2004,27845601.0
TOTAL,M,IT,2005,28044210.0
TOTAL,M,IT,2006,28138577.0
TOTAL,M,IT,2007,28212234.0
TOTAL,M,IT,2008,28411242.0
TOTAL,M,IT,2009,28570007.0
TOTAL,M,IT,2010,28649385.0
TOTAL,M,IT,2011,28715256.0
TOTAL,M,IT,2012,28726599.0
TOTAL,M,IT,2013,28889597.0
TOTAL,M,IT,2014,29484564.0
TOTAL,M,IT,2015,29501590.0
TOTAL,M,IT,2016,29456321.0
TOTAL,M,IT,2017,29445741.0
TOTAL,M,IT,2018,29427607.0
TOTAL,M,IT,2019,29131195.0
TOTAL,M,IT,2020,29050096.0
TOTAL,M,IT,2021,28866226.0
TOTAL,M,IT,2022,28818956.0
TOTAL,M,IT,2023,28814832.0
TOTAL,M,LI,1960,7932.0
TOTAL,M,LI,1961,8130.0
TOTAL,M,LI,1962,8430.0
TOTAL,M,LI,1963,8780.0
TOTAL,M,LI,1964,9202.0
TOTAL,M,LI,1965,9625.0
TOTAL,M,LI,1966,9600.0
TOTAL,M,LI,1967,9947.0
TOTAL,M,LI,1968,10216.0
TOTAL,M,LI,1969,10645.0
TOTAL,M,LI,1970,10059.0
TOTAL,M,LI,1971,10616.0
TOTAL,M,LI,1972,10859.0
TOTAL,M,LI,1973,11116.0
TOTAL,M,LI,1974,11516.0
TOTAL,M,LI,1975,11890.0
TOTAL,M,LI,1976,11911.0
TOTAL,M,LI,1977,11972.0
TOTAL,M,LI,1978,12245.0
TOTAL,M,LI,1979,12611.0
TOTAL,M,LI,1980,12896.0
TOTAL,M,LI,1981,12519.0
TOTAL,M,LI,1982,12902.0
TOTAL,M,LI,1983,13004.0
TOTAL,M,LI,1984,12992.0
TOTAL,M,LI,1985,13078.0
TOTAL,M,LI,1986,13243.0
TOTAL,M,LI,1987,13395.0
TOTAL,M,LI,1988,13527.0
TOTAL,M,LI,1989,13792.0
TOTAL,M,LI,1990,13919.0
TOTAL,M,LI,1991,14465.0
TOTAL,M,LI,1992,14375.0
TOTAL,M,LI,1993,14536.0
TOTAL,M,LI,1994,14775.0
TOTAL,M,LI,1995,14898.0
TOTAL,M,LI,1996,15100.0
TOTAL,M,LI,1997,15176.0
TOTAL,M,LI,1998,15207.0
TOTAL,M,LI,1999,15628.0
TOTAL,M,LI,2000,15776.0
TOTAL,M,LI,2001,16038.0
TOTAL,M,LI,2002,16437.0
TOTAL,M,LI,2003,16631.0
TOTAL,M,LI,2004,16881.0
TOTAL,M,LI,2005,17050.0
TOTAL,M,LI,2006,17204.0
TOTAL,M,LI,2007,17343.0
TOTAL,M,LI,2008,17448.0
TOTAL,M,LI,2009,17591.0
TOTAL,M,LI,2010,17769.0
TOTAL,M,LI,2011,17886.0
TOTAL,M,LI,2012,18042.0
TOTAL,M,LI,2013,18247.0
TOTAL,M,LI,2014,18400.0
TOTAL,M,LI,2015,18553.0
TOTAL,M,LI,2016,18660.0
TOTAL,M,LI,2017,18746.0
TOTAL,M,LI,2018,18890.0
TOTAL,M,LI,2019,19025.0
TOTAL,M,LI,2020,19215.0
TOTAL,M,LI,2021,19368.0
TOTAL,M,LI,2022,19496.0
TOTAL,M,LI,2023,19688.0
TOTAL,M,LT,1970,1462850.0
TOTAL,M,LT,1971,1483801.0
TOTAL,M,LT,1972,1502895.0
TOTAL,M,LT,1973,1518957.0
TOTAL,M,LT,1974,1534024.0
TOTAL,M,LT,1975,1548511.0
TOTAL,M,LT,1976,1561638.0
TOTAL,M,LT,1977,1575488.0
TOTAL,M,LT,1978,1587965.0
TOTAL,M,LT,1979,1599439.0
TOTAL,M,LT,1980,1602266.0
TOTAL,M,LT,1981,1610255.0
TOTAL,M,LT,1982,1620424.0
TOTAL,M,LT,1983,1633248.0
TOTAL,M,LT,1984,1647224.0
TOTAL,M,LT,1985,1662031.0
TOTAL,M,LT,1986,1678007.0
TOTAL,M,LT,1987,1697006.0
TOTAL,M,LT,1988,1717881.0
TOTAL,M,LT,1989,1738953.0
TOTAL,M,LT,1990,1747473.0
TOTAL,M,LT,1991,1750976.0
TOTAL,M,LT,1992,1752762.0
TOTAL,M,LT,1993,1746005.0
TOTAL,M,LT,1994,1733372.0
TOTAL,M,LT,1995,1717208.0
TOTAL,M,LT,1996,1701565.0
TOTAL,M,LT,1997,1685841.0
TOTAL,M,LT,1998,1671654.0
TOTAL,M,LT,1999,1657561.0
TOTAL,M,LT,2000,1644301.0
TOTAL,M,LT,2001,1630930.0
TOTAL,M,LT,2002,1613554.0
TOTAL,M,LT,2003,1601098.0
TOTAL,M,LT,2004,1584018.0
TOTAL,M,LT,2005,1562264.0
TOTAL,M,LT,2006,1528463.0
TOTAL,M,LT,2007,1506794.0
TOTAL,M,LT,2008,1487419.0
TOTAL,M,LT,2009,1473352.0
TOTAL,M,LT,2010,1450199.0
TOTAL,M,LT,2011,1407223.0
TOTAL,M,LT,2012,1383511.0
TOTAL,M,LT,2013,1368891.0
TOTAL,M,LT,2014,1355995.0
TOTAL,M,LT,2015,1346257.0
TOTAL,M,LT,2016,1329607.0
TOTAL,M,LT,2017,1312186.0
TOTAL,M,LT,2018,1297293.0
TOTAL,M,LT,2019,1295591.0
TOTAL,M,LT,2020,1304354.0
TOTAL,M,LT,2021,1313598.0
TOTAL,M,LT,2022,1306599.0
TOTAL,M,LT,2023,1335816.0
TOTAL,M,LU,1960,154572.0
TOTAL,M,LU,1961,155481.0
TOTAL,M,LU,1962,157300.0
TOTAL,M,LU,1963,159100.0
TOTAL,M,LU,1964,160400.0
TOTAL,M,LU,1965,162500.0
TOTAL,M,LU,1966,163900.0
TOTAL,M,LU,1967,164575.0
TOTAL,M,LU,1968,164200.0
TOTAL,M,LU,1969,165000.0
TOTAL,M,LU,1970,166200.0
TOTAL,M,LU,1971,166550.0
TOTAL,M,LU,1972,169773.0
TOTAL,M,LU,1973,171530.0
TOTAL,M,LU,1974,174210.0
TOTAL,M,LU,1975,177233.0
TOTAL,M,LU,1976,178943.0
TOTAL,M,LU,1977,178590.0
TOTAL,M,LU,1978,178464.0
TOTAL,M,LU,1979,178336.0
TOTAL,M,LU,1980,177975.0
TOTAL,M,LU,1981,178250.0
TOTAL,M,LU,1982,178050.0
TOTAL,M,LU,1983,177775.0
TOTAL,M,LU,1984,177917.0
TOTAL,M,LU,1985,178102.0
TOTAL,M,LU,1986,178510.0
TOTAL,M,LU,1987,179700.0
TOTAL,M,LU,1988,181112.0
TOTAL,M,LU,1989,182630.0
TOTAL,M,LU,1990,185352.0
TOTAL,M,LU,1991,188344.0
TOTAL,M,LU,1992,191202.0
TOTAL,M,LU,1993,193866.0
TOTAL,M,LU,1994,196560.0
TOTAL,M,LU,1995,199163.0
TOTAL,M,LU,1996,202012.0
TOTAL,M,LU,1997,204689.0
TOTAL,M,LU,1998,207363.0
TOTAL,M,LU,1999,210341.0
TOTAL,M,LU,2000,213615.0
TOTAL,M,LU,2001,216300.0
TOTAL,M,LU,2002,218824.0
TOTAL,M,LU,2003,221009.0
TOTAL,M,LU,2004,224708.0
TOTAL,M,LU,2005,228156.0
TOTAL,M,LU,2006,232100.0
TOTAL,M,LU,2007,235792.0
TOTAL,M,LU,2008,239607.0
TOTAL,M,LU,2009,244835.0
TOTAL,M,LU,2010,249406.0
TOTAL,M,LU,2011,254619.0
TOTAL,M,LU,2012,261820.0
TOTAL,M,LU,2013,268412.0
TOTAL,M,LU,2014,275117.0
TOTAL,M,LU,2015,281972.0
TOTAL,M,LU,2016,289193.0
TOTAL,M,LU,2017,296641.0
TOTAL,M,LU,2018,302580.0
TOTAL,M,LU,2019,308720.0
