age,sex,geo,TIME_PERIOD,OBS_VALUE
Y_GE65,T,NL,2009,2471815.0
Y_GE65,T,NL,2010,2538328.0
Y_GE65,T,NL,2011,2594946.0
Y_GE65,T,NL,2012,2716368.0
Y_GE65,T,NL,2013,2824345.0
Y_GE65,T,NL,2014,2919024.0
Y_GE65,T,NL,2015,3007685.0
Y_GE65,T,NL,2016,3085308.0
Y_GE65,T,NL,2017,3159660.0
Y_GE65,T,NL,2018,3239116.0
Y_GE65,T,NL,2019,3314004.0
Y_GE65,T,NL,2020,3392555.0
Y_GE65,T,NL,2021,3457535.0
Y_GE65,T,NL,2022,3525453.0
Y_GE65,T,NL,2023,3601167.0
Y_GE65,T,NO,1960,389669.0
Y_GE65,T,NO,1961,400459.0
Y_GE65,T,NO,1962,410996.0
Y_GE65,T,NO,1963,420886.0
Y_GE65,T,NO,1964,430155.0
Y_GE65,T,NO,1965,440099.0
Y_GE65,T,NO,1966,451342.0
Y_GE65,T,NO,1967,463690.0
Y_GE65,T,NO,1968,474956.0
Y_GE65,T,NO,1969,485177.0
Y_GE65,T,NO,1970,494277.0
Y_GE65,T,NO,1971,503322.0
Y_GE65,T,NO,1972,512343.0
Y_GE65,T,NO,1973,521871.0
Y_GE65,T,NO,1974,531633.0
Y_GE65,T,NO,1975,543242.0
Y_GE65,T,NO,1976,553749.0
Y_GE65,T,NO,1977,564921.0
Y_GE65,T,NO,1978,576955.0
Y_GE65,T,NO,1979,587897.0
Y_GE65,T,NO,1980,598048.0
Y_GE65,T,NO,1981,607833.0
Y_GE65,T,NO,1982,617090.0
Y_GE65,T,NO,1983,628652.0
Y_GE65,T,NO,1984,638907.0
Y_GE65,T,NO,1985,646173.0
Y_GE65,T,NO,1986,659716.0
Y_GE65,T,NO,1987,670076.0
Y_GE65,T,NO,1988,678241.0
Y_GE65,T,NO,1989,685456.0
Y_GE65,T,NO,1990,690889.0
Y_GE65,T,NO,1991,692959.0
Y_GE65,T,NO,1992,695857.0
Y_GE65,T,NO,1993,696600.0
Y_GE65,T,NO,1994,695103.0
Y_GE65,T,NO,1995,695134.0
Y_GE65,T,NO,1996,694409.0
Y_GE65,T,NO,1997,693565.0
Y_GE65,T,NO,1998,691767.0
Y_GE65,T,NO,1999,687953.0
Y_GE65,T,NO,2000,683032.0
Y_GE65,T,NO,2001,678826.0
Y_GE65,T,NO,2002,675821.0
Y_GE65,T,NO,2003,673576.0
Y_GE65,T,NO,2004,674359.0
Y_GE65,T,NO,2005,677720.0
Y_GE65,T,NO,2006,682469.0
Y_GE65,T,NO,2007,685597.0
Y_GE65,T,NO,2008,693308.0
Y_GE65,T,NO,2009,704812.0
Y_GE65,T,NO,2010,722673.0
Y_GE65,T,NO,2014,812762.0
Y_GE65,T,NO,2016,854913.0
Y_GE65,T,NO,2017,874822.0
Y_GE65,T,NO,2018,896425.0
Y_GE65,T,NO,2019,918841.0
Y_GE65,T,NO,2020,941816.0
Y_GE65,T,NO,2021,965742.0
Y_GE65,T,NO,2022,989474.0
Y_GE65,T,NO,2023,1011461.0
Y_GE65,T,PL,1960,1705600.0
Y_GE65,T,PL,1965,2085800.0
Y_GE65,T,PL,1970,2670400.0
Y_GE65,T,PL,1975,3191015.0
Y_GE65,T,PL,1980,3610334.0
Y_GE65,T,PL,1985,3494737.0
Y_GE65,T,PL,1990,3785663.0
Y_GE65,T,PL,1991,3884219.0
Y_GE65,T,PL,1992,3956967.0
Y_GE65,T,PL,1993,4031714.0
Y_GE65,T,PL,1994,4125718.0
Y_GE65,T,PL,1995,4219447.0
Y_GE65,T,PL,1996,4334729.0
Y_GE65,T,PL,1997,4425866.0
Y_GE65,T,PL,1998,4518687.0
Y_GE65,T,PL,1999,4594536.0
Y_GE65,T,PL,2000,4644071.0
Y_GE65,T,PL,2001,4725775.0
Y_GE65,T,PL,2002,4810868.0
Y_GE65,T,PL,2003,4887675.0
Y_GE65,T,PL,2004,4951319.0
Y_GE65,T,PL,2005,5018273.0
Y_GE65,T,PL,2006,5075823.0
Y_GE65,T,PL,2007,5116510.0
Y_GE65,T,PL,2008,5131376.0
Y_GE65,T,PL,2009,5146287.0
Y_GE65,T,PL,2010,5159877.0
Y_GE65,T,PL,2011,5181526.0
Y_GE65,T,PL,2012,5315217.0
Y_GE65,T,PL,2013,5476620.0
Y_GE65,T,PL,2014,5660040.0
Y_GE65,T,PL,2015,5859706.0
Y_GE65,T,PL,2016,6059477.0
Y_GE65,T,PL,2017,6283651.0
Y_GE65,T,PL,2018,6497360.0
Y_GE65,T,PL,2019,6706044.0
Y_GE65,T,PL,2020,6916746.0
Y_GE65,T,PL,2021,7021789.0
Y_GE65,T,PL,2022,7139067.0
Y_GE65,T,PL,2023,7310886.0
Y_GE65,T,PT,1960,689420.0
Y_GE65,T,PT,1961,708569.0
Y_GE65,T,PT,1962,718920.0
Y_GE65,T,PT,1963,726560.0
Y_GE65,T,PT,1964,732340.0
Y_GE65,T,PT,1965,728080.0
Y_GE65,T,PT,1966,755320.0
Y_GE65,T,PT,1967,757570.0
Y_GE65,T,PT,1968,770670.0
Y_GE65,T,PT,1969,784240.0
Y_GE65,T,PT,1970,799990.0
Y_GE65,T,PT,1971,837935.0
Y_GE65,T,PT,1972,834180.0
Y_GE65,T,PT,1973,839960.0
Y_GE65,T,PT,1974,841670.0
Y_GE65,T,PT,1975,869890.0
Y_GE65,T,PT,1976,977000.0
Y_GE65,T,PT,1977,995360.0
Y_GE65,T,PT,1978,1021660.0
Y_GE65,T,PT,1979,1050350.0
Y_GE65,T,PT,1980,1085480.0
Y_GE65,T,PT,1981,1124049.0
Y_GE65,T,PT,1982,1141406.0
Y_GE65,T,PT,1983,1156563.0
Y_GE65,T,PT,1984,1163027.0
Y_GE65,T,PT,1985,1175850.0
Y_GE65,T,PT,1986,1202425.0
Y_GE65,T,PT,1987,1227894.0
Y_GE65,T,PT,1988,1255054.0
Y_GE65,T,PT,1989,1284712.0
Y_GE65,T,PT,1990,1321505.0
Y_GE65,T,PT,1991,1356709.0
Y_GE65,T,PT,1992,1388377.0
Y_GE65,T,PT,1993,1417566.0
Y_GE65,T,PT,1994,1446674.0
Y_GE65,T,PT,1995,1478862.0
Y_GE65,T,PT,1996,1513036.0
Y_GE65,T,PT,1997,1544996.0
Y_GE65,T,PT,1998,1580826.0
Y_GE65,T,PT,1999,1613238.0
Y_GE65,T,PT,2000,1642876.0
Y_GE65,T,PT,2001,1688130.0
Y_GE65,T,PT,2002,1722417.0
Y_GE65,T,PT,2003,1749232.0
Y_GE65,T,PT,2004,1773934.0
Y_GE65,T,PT,2005,1803439.0
Y_GE65,T,PT,2006,1824636.0
Y_GE65,T,PT,2007,1847679.0
Y_GE65,T,PT,2008,1870360.0
Y_GE65,T,PT,2009,1898303.0
Y_GE65,T,PT,2010,1930396.0
Y_GE65,T,PT,2011,1976422.0
Y_GE65,T,PT,2012,2007646.0
Y_GE65,T,PT,2013,2032606.0
Y_GE65,T,PT,2014,2069843.0
Y_GE65,T,PT,2015,2105167.0
Y_GE65,T,PT,2016,2140824.0
Y_GE65,T,PT,2017,2176640.0
Y_GE65,T,PT,2018,2213274.0
Y_GE65,T,PT,2019,2244225.0
Y_GE65,T,PT,2020,2280424.0
Y_GE65,T,PT,2021,2309648.0
Y_GE65,T,PT,2022,2449743.0
Y_GE65,T,PT,2023,2507922.0
Y_GE65,T,RO,1968,1633025.0
Y_GE65,T,RO,1969,1665183.0
Y_GE65,T,RO,1970,1719369.0
Y_GE65,T,RO,1971,1772189.0
Y_GE65,T,RO,1972,1827479.0
Y_GE65,T,RO,1973,1891321.0
Y_GE65,T,RO,1974,1941955.0
Y_GE65,T,RO,1975,2010090.0
Y_GE65,T,RO,1976,2098522.0
Y_GE65,T,RO,1977,2167574.0
Y_GE65,T,RO,1978,2230489.0
Y_GE65,T,RO,1979,2253588.0
Y_GE65,T,RO,1980,2278229.0
Y_GE65,T,RO,1981,2276633.0
Y_GE65,T,RO,1982,2259624.0
Y_GE65,T,RO,1983,2199149.0
Y_GE65,T,RO,1984,2124325.0
Y_GE65,T,RO,1985,2145603.0
Y_GE65,T,RO,1986,2165210.0
Y_GE65,T,RO,1987,2211866.0
Y_GE65,T,RO,1988,2262650.0
Y_GE65,T,RO,1989,2314236.0
Y_GE65,T,RO,1990,2383435.0
Y_GE65,T,RO,1991,2447018.0
Y_GE65,T,RO,1992,2510259.0
Y_GE65,T,RO,1993,2565223.0
Y_GE65,T,RO,1994,2630045.0
Y_GE65,T,RO,1995,2688164.0
Y_GE65,T,RO,1996,2754237.0
Y_GE65,T,RO,1997,2796813.0
Y_GE65,T,RO,1998,2865852.0
Y_GE65,T,RO,1999,2912573.0
Y_GE65,T,RO,2000,2961411.0
Y_GE65,T,RO,2001,3017061.0
Y_GE65,T,RO,2002,3043261.0
Y_GE65,T,RO,2003,3053118.0
Y_GE65,T,RO,2004,3042148.0
Y_GE65,T,RO,2005,3026156.0
Y_GE65,T,RO,2006,3132931.0
Y_GE65,T,RO,2007,3110437.0
Y_GE65,T,RO,2008,3187018.0
Y_GE65,T,RO,2009,3299478.0
Y_GE65,T,RO,2010,3274699.0
Y_GE65,T,RO,2011,3256361.0
Y_GE65,T,RO,2012,3242349.0
Y_GE65,T,RO,2013,3258198.0
Y_GE65,T,RO,2014,3296649.0
Y_GE65,T,RO,2015,3375500.0
Y_GE65,T,RO,2016,3435455.0
Y_GE65,T,RO,2017,3494137.0
Y_GE65,T,RO,2018,3549232.0
Y_GE65,T,RO,2019,3596357.0
Y_GE65,T,RO,2020,3661763.0
Y_GE65,T,RO,2021,3704996.0
Y_GE65,T,RO,2022,3706321.0
Y_GE65,T,RO,2023,3754335.0
Y_GE65,T,RS,1999,1173447.0
Y_GE65,T,RS,2000,1201046.0
Y_GE65,T,RS,2001,1221059.0
Y_GE65,T,RS,2002,1243011.0
Y_GE65,T,RS,2003,1257990.0
Y_GE65,T,RS,2004,1268399.0
Y_GE65,T,RS,2005,1274806.0
Y_GE65,T,RS,2006,1278285.0
Y_GE65,T,RS,2007,1274575.0
Y_GE65,T,RS,2008,1268023.0
Y_GE65,T,RS,2009,1257728.0
Y_GE65,T,RS,2010,1243891.0
Y_GE65,T,RS,2011,1246428.0
Y_GE65,T,RS,2012,1248480.0
Y_GE65,T,RS,2013,1264194.0
Y_GE65,T,RS,2014,1288348.0
Y_GE65,T,RS,2015,1314238.0
Y_GE65,T,RS,2016,1343418.0
Y_GE65,T,RS,2017,1362462.0
Y_GE65,T,RS,2018,1394576.0
Y_GE65,T,RS,2019,1422084.0
Y_GE65,T,RS,2020,1451818.0
Y_GE65,T,RS,2021,1460603.0
Y_GE65,T,RS,2022,1447834.0
Y_GE65,T,RS,2023,1469728.0
Y_GE65,T,RU,2006,19872610.0
Y_GE65,T,RU,2007,19954279.0
Y_GE65,T,RU,2008,19588954.0
Y_GE65,T,RU,2009,18898474.0
Y_GE65,T,RU,2010,18290666.0
Y_GE65,T,RU,2011,18211533.0
Y_GE65,T,RU,2014,18855741.0
Y_GE65,T,SE,1960,870974.0
Y_GE65,T,SE,1961,887964.0
Y_GE65,T,SE,1962,908275.0
Y_GE65,T,SE,1963,926632.0
Y_GE65,T,SE,1964,947554.0
Y_GE65,T,SE,1965,968347.0
Y_GE65,T,SE,1966,992480.0
Y_GE65,T,SE,1967,1017854.0
Y_GE65,T,SE,1968,1041401.0
Y_GE65,T,SE,1969,1061826.0
Y_GE65,T,SE,1970,1085580.0
Y_GE65,T,SE,1971,1113239.0
Y_GE65,T,SE,1972,1141289.0
Y_GE65,T,SE,1973,1166967.0
Y_GE65,T,SE,1974,1195016.0
Y_GE65,T,SE,1975,1225127.0
Y_GE65,T,SE,1976,1250765.0
Y_GE65,T,SE,1977,1273836.0
Y_GE65,T,SE,1978,1300509.0
Y_GE65,T,SE,1979,1323841.0
Y_GE65,T,SE,1980,1345399.0
Y_GE65,T,SE,1981,1362097.0
Y_GE65,T,SE,1982,1377704.0
Y_GE65,T,SE,1983,1395087.0
Y_GE65,T,SE,1984,1409993.0
Y_GE65,T,SE,1985,1424616.0
Y_GE65,T,SE,1986,1454111.0
Y_GE65,T,SE,1987,1477109.0
Y_GE65,T,SE,1988,1493012.0
Y_GE65,T,SE,1989,1504449.0
Y_GE65,T,SE,1990,1517620.0
Y_GE65,T,SE,1991,1526196.0
Y_GE65,T,SE,1992,1531747.0
Y_GE65,T,SE,1993,1534536.0
Y_GE65,T,SE,1994,1536117.0
Y_GE65,T,SE,1995,1540115.0
Y_GE65,T,SE,1996,1543332.0
Y_GE65,T,SE,1997,1543296.0
Y_GE65,T,SE,1998,1542374.0
Y_GE65,T,SE,1999,1537656.0
Y_GE65,T,SE,2000,1532555.0
Y_GE65,T,SE,2001,1530887.0
Y_GE65,T,SE,2002,1532064.0
Y_GE65,T,SE,2003,1533795.0
Y_GE65,T,SE,2004,1541254.0
Y_GE65,T,SE,2005,1554335.0
Y_GE65,T,SE,2006,1565377.0
Y_GE65,T,SE,2007,1581437.0
Y_GE65,T,SE,2008,1608413.0
Y_GE65,T,SE,2009,1645081.0
Y_GE65,T,SE,2010,1690777.0
Y_GE65,T,SE,2011,1737246.0
Y_GE65,T,SE,2012,1784668.0
Y_GE65,T,SE,2013,1828283.0
Y_GE65,T,SE,2014,1872207.0
Y_GE65,T,SE,2015,1912884.0
Y_GE65,T,SE,2016,1947227.0
Y_GE65,T,SE,2017,1976857.0
Y_GE65,T,SE,2018,2006146.0
Y_GE65,T,SE,2019,2035711.0
Y_GE65,T,SE,2020,2065367.0
Y_GE65,T,SE,2021,2088086.0
Y_GE65,T,SE,2022,2118766.0
Y_GE65,T,SE,2023,2147137.0
Y_GE65,T,SI,1982,207057.0
Y_GE65,T,SI,1983,201736.0
Y_GE65,T,SI,1984,196235.0
Y_GE65,T,SI,1985,195565.0
Y_GE65,T,SI,1986,197176.0
Y_GE65,T,SI,1987,201024.0
Y_GE65,T,SI,1988,204420.0
Y_GE65,T,SI,1989,208754.0
Y_GE65,T,SI,1990,211606.0
Y_GE65,T,SI,1991,216343.0
Y_GE65,T,SI,1992,221569.0
Y_GE65,T,SI,1993,227545.0
Y_GE65,T,SI,1994,233635.0
Y_GE65,T,SI,1995,240145.0
Y_GE65,T,SI,1996,249046.0
Y_GE65,T,SI,1997,255408.0
Y_GE65,T,SI,1998,262426.0
Y_GE65,T,SI,1999,268587.0
Y_GE65,T,SI,2000,275400.0
Y_GE65,T,SI,2001,281406.0
Y_GE65,T,SI,2002,288548.0
Y_GE65,T,SI,2003,294654.0
Y_GE65,T,SI,2004,300155.0
Y_GE65,T,SI,2005,306484.0
Y_GE65,T,SI,2006,312874.0
Y_GE65,T,SI,2007,319631.0
Y_GE65,T,SI,2008,326950.0
Y_GE65,T,SI,2009,334029.0
Y_GE65,T,SI,2010,338265.0
Y_GE65,T,SI,2011,338944.0
Y_GE65,T,SI,2012,345000.0
Y_GE65,T,SI,2013,352145.0
Y_GE65,T,SI,2014,360106.0
Y_GE65,T,SI,2015,369386.0
Y_GE65,T,SI,2016,380102.0
Y_GE65,T,SI,2017,390426.0
Y_GE65,T,SI,2018,401262.0
Y_GE65,T,SI,2019,413054.0
Y_GE65,T,SI,2020,424004.0
Y_GE65,T,SI,2021,435715.0
Y_GE65,T,SI,2022,444743.0
Y_GE65,T,SI,2023,453708.0
Y_GE65,T,SK,1960,270610.0
Y_GE65,T,SK,1961,291464.0
Y_GE65,T,SK,1962,303883.0
Y_GE65,T,SK,1963,314293.0
Y_GE65,T,SK,1964,326792.0
Y_GE65,T,SK,1965,341334.0
Y_GE65,T,SK,1966,356741.0
Y_GE65,T,SK,1967,370798.0
Y_GE65,T,SK,1968,386348.0
Y_GE65,T,SK,1969,399732.0
Y_GE65,T,SK,1970,412764.0
Y_GE65,T,SK,1971,416434.0
Y_GE65,T,SK,1972,427044.0
Y_GE65,T,SK,1973,440584.0
Y_GE65,T,SK,1974,454658.0
Y_GE65,T,SK,1975,469678.0
Y_GE65,T,SK,1976,481628.0
Y_GE65,T,SK,1977,492177.0
Y_GE65,T,SK,1978,503198.0
Y_GE65,T,SK,1979,513242.0
Y_GE65,T,SK,1980,523883.0
Y_GE65,T,SK,1981,518035.0
Y_GE65,T,SK,1982,506205.0
Y_GE65,T,SK,1983,492039.0
Y_GE65,T,SK,1984,476720.0
Y_GE65,T,SK,1985,483790.0
Y_GE65,T,SK,1986,490750.0
Y_GE65,T,SK,1987,504218.0
Y_GE65,T,SK,1988,518358.0
Y_GE65,T,SK,1989,532721.0
Y_GE65,T,SK,1990,542915.0
Y_GE65,T,SK,1991,551395.0
Y_GE65,T,SK,1992,551477.0
Y_GE65,T,SK,1993,559904.0
Y_GE65,T,SK,1994,568781.0
Y_GE65,T,SK,1995,578476.0
Y_GE65,T,SK,1996,587445.0
Y_GE65,T,SK,1997,596686.0
Y_GE65,T,SK,1998,605344.0
Y_GE65,T,SK,1999,610330.0
Y_GE65,T,SK,2000,615187.0
Y_GE65,T,SK,2001,615524.0
Y_GE65,T,SK,2002,612685.0
Y_GE65,T,SK,2003,616628.0
Y_GE65,T,SK,2004,621273.0
Y_GE65,T,SK,2005,627562.0
Y_GE65,T,SK,2006,634985.0
Y_GE65,T,SK,2007,642854.0
Y_GE65,T,SK,2008,650651.0
Y_GE65,T,SK,2009,659030.0
Y_GE65,T,SK,2010,670441.0
Y_GE65,T,SK,2011,678448.0
Y_GE65,T,SK,2012,690662.0
Y_GE65,T,SK,2013,710222.0
Y_GE65,T,SK,2014,733136.0
Y_GE65,T,SK,2015,756879.0
Y_GE65,T,SK,2016,783936.0
Y_GE65,T,SK,2017,814659.0
Y_GE65,T,SK,2018,844855.0
Y_GE65,T,SK,2019,874319.0
Y_GE65,T,SK,2020,905175.0
Y_GE65,T,SK,2021,932024.0
Y_GE65,T,SK,2022,944958.0
Y_GE65,T,SK,2023,969068.0
Y_GE65,T,SM,2012,5844.0
Y_GE65,T,SM,2013,5985.0
Y_GE65,T,SM,2018,6602.0
Y_GE65,T,TR,1960,958148.0
Y_GE65,T,TR,1961,1003534.0
Y_GE65,T,TR,1962,1052085.0
Y_GE65,T,TR,1963,1104080.0
Y_GE65,T,TR,1964,1159802.0
Y_GE65,T,TR,1965,1219590.0
Y_GE65,T,TR,1966,1274166.0
Y_GE65,T,TR,1967,1332569.0
Y_GE65,T,TR,1968,1395111.0
Y_GE65,T,TR,1969,1462131.0
Y_GE65,T,TR,1970,1534008.0
Y_GE65,T,TR,1971,1583433.0
Y_GE65,T,TR,1972,1636407.0
Y_GE65,T,TR,1973,1693214.0
Y_GE65,T,TR,1974,1754166.0
Y_GE65,T,TR,1975,1819601.0
Y_GE65,T,TR,1976,1853327.0
Y_GE65,T,TR,1977,1895951.0
Y_GE65,T,TR,1978,1948359.0
Y_GE65,T,TR,1979,2011565.0
Y_GE65,T,TR,1980,2086735.0
Y_GE65,T,TR,1981,2075293.0
Y_GE65,T,TR,1982,2069721.0
Y_GE65,T,TR,1983,2069949.0
Y_GE65,T,TR,1984,2075954.0
Y_GE65,T,TR,1985,2087737.0
Y_GE65,T,TR,1986,2129543.0
Y_GE65,T,TR,1987,2178898.0
Y_GE65,T,TR,1988,2236275.0
Y_GE65,T,TR,1989,2302215.0
Y_GE65,T,TR,1990,2377308.0
Y_GE65,T,TR,1991,2588241.0
Y_GE65,T,TR,1992,2677236.0
Y_GE65,T,TR,1993,2770767.0
Y_GE65,T,TR,1994,2878313.0
Y_GE65,T,TR,1995,3007887.0
Y_GE65,T,TR,1996,3133798.0
Y_GE65,T,TR,1997,3244306.0
Y_GE65,T,TR,1998,3360832.0
Y_GE65,T,TR,1999,3478778.0
Y_GE65,T,TR,2000,3580720.0
Y_GE65,T,TR,2001,4350000.0
Y_GE65,T,TR,2002,4390000.0
Y_GE65,T,TR,2003,4432000.0
Y_GE65,T,TR,2004,4487000.0
Y_GE65,T,TR,2005,4557000.0
Y_GE65,T,TR,2006,4646000.0
Y_GE65,T,TR,2007,4751000.0
Y_GE65,T,TR,2008,5000175.0
Y_GE65,T,TR,2009,4893423.0
Y_GE65,T,TR,2010,5083414.0
Y_GE65,T,TR,2011,5327736.0
Y_GE65,T,TR,2012,5490715.0
Y_GE65,T,TR,2013,5682003.0
Y_GE65,T,TR,2014,5891694.0
Y_GE65,T,TR,2015,6192962.0
Y_GE65,T,TR,2016,6495239.0
Y_GE65,T,TR,2017,6651503.0
Y_GE65,T,TR,2018,6895385.0
Y_GE65,T,TR,2019,7186204.0
Y_GE65,T,TR,2020,7550727.0
Y_GE65,T,TR,2021,7953555.0
Y_GE65,T,TR,2023,8451669.0
Y_GE65,T,UA,2006,7567148.0
Y_GE65,T,UA,2007,7603058.0
Y_GE65,T,UA,2008,7506704.0
Y_GE65,T,UA,2009,7317376.0
Y_GE65,T,UA,2010,7168862.0
Y_GE65,T,UA,2011,6965221.0
Y_GE65,T,UA,2012,6928440.0
Y_GE65,T,UA,2013,6905318.0
Y_GE65,T,UA,2014,6928831.0
Y_GE65,T,UA,2015,6675780.0
Y_GE65,T,UA,2016,6768862.0
Y_GE65,T,UA,2017,6867534.0
Y_GE65,T,UA,2018,6967270.0
Y_GE65,T,UA,2019,7034551.0
Y_GE65,T,UA,2020,7146499.0
Y_GE65,T,UA,2021,7211190.0
Y_GE65,T,UA,2022,7231106.0
Y_GE65,T,UK,1960,6100000.0
Y_GE65,T,UK,1961,6100000.0
Y_GE65,T,UK,1962,6300000.0
Y_GE65,T,UK,1963,6400000.0
Y_GE65,T,UK,1964,6500000.0
Y_GE65,T,UK,1965,6600000.0
Y_GE65,T,UK,1966,6651500.0
Y_GE65,T,UK,1967,6773000.0
Y_GE65,T,UK,1968,6914300.0
Y_GE65,T,UK,1969,7050000.0
Y_GE65,T,UK,1970,7186100.0
Y_GE65,T,UK,1971,7329400.0
Y_GE65,T,UK,1972,7470499.0
Y_GE65,T,UK,1973,7595449.0
Y_GE65,T,UK,1974,7721365.0
Y_GE65,T,UK,1975,7842723.0
Y_GE65,T,UK,1976,7949051.0
Y_GE65,T,UK,1977,8049831.0
Y_GE65,T,UK,1978,8158237.0
Y_GE65,T,UK,1979,8265845.0
Y_GE65,T,UK,1980,8370330.0
Y_GE65,T,UK,1981,8449372.0
Y_GE65,T,UK,1982,8474562.0
Y_GE65,T,UK,1983,8448246.0
Y_GE65,T,UK,1984,8410367.0
Y_GE65,T,UK,1985,8487767.0
Y_GE65,T,UK,1986,8642340.0
Y_GE65,T,UK,1987,8761963.0
Y_GE65,T,UK,1988,8853239.0
Y_GE65,T,UK,1989,8926860.0
Y_GE65,T,UK,1990,8983802.0
Y_GE65,T,UK,1991,9031204.0
Y_GE65,T,UK,1992,9080650.0
Y_GE65,T,UK,1993,9119496.0
Y_GE65,T,UK,1994,9145435.0
Y_GE65,T,UK,1995,9175024.0
Y_GE65,T,UK,1996,9209545.0
Y_GE65,T,UK,1997,9233392.0
Y_GE65,T,UK,1998,9256789.0
Y_GE65,T,UK,1999,9273766.0
Y_GE65,T,UK,2000,9292654.0
Y_GE65,T,UK,2001,9340261.0
Y_GE65,T,UK,2002,9401387.0
Y_GE65,T,UK,2003,9459703.0
Y_GE65,T,UK,2004,9519586.0
Y_GE65,T,UK,2005,9582320.0
Y_GE65,T,UK,2006,9634647.0
Y_GE65,T,UK,2007,9698663.0
Y_GE65,T,UK,2008,9818358.0
Y_GE65,T,UK,2009,9982776.0
Y_GE65,T,UK,2010,10167327.0
Y_GE65,T,UK,2011,10360515.0
Y_GE65,T,UK,2012,10649532.0
Y_GE65,T,UK,2013,10986362.0
Y_GE65,T,UK,2014,11269300.0
Y_GE65,T,UK,2015,11508962.0
Y_GE65,T,UK,2016,11712592.0
Y_GE65,T,UK,2017,11901672.0
Y_GE65,T,UK,2018,12092067.0
Y_GE65,T,UK,2019,12272378.0
Y_GE65,T,XK,2016,126139.0
Y_GE65,T,XK,2017,144717.0
Y_GE65,T,XK,2018,145960.0
Y_GE65,T,XK,2019,153251.0
Y_GE65,T,XK,2020,158028.0
Y_GE65,T,XK,2021,159429.0
Y_GE65,T,XK,2022,161593.0
Y_LT15,F,AD,1986,4299.0
Y_LT15,F,AD,1987,4500.0
Y_LT15,F,AD,1988,4475.0
Y_LT15,F,AD,1989,4500.0
Y_LT15,F,AD,1990,4456.0
Y_LT15,F,AD,1991,4590.0
Y_LT15,F,AD,1992,4757.0
Y_LT15,F,AD,1993,4848.0
Y_LT15,F,AD,1994,4966.0
Y_LT15,F,AD,1995,4853.0
Y_LT15,F,AD,1996,4797.0
Y_LT15,F,AD,1997,4783.0
Y_LT15,F,AD,1998,4750.0
Y_LT15,F,AD,1999,4785.0
Y_LT15,F,AD,2000,4890.0
Y_LT15,F,AD,2001,4868.0
Y_LT15,F,AD,2002,4863.0
Y_LT15,F,AD,2003,4920.0
Y_LT15,F,AD,2004,5187.0
Y_LT15,F,AD,2005,5476.0
Y_LT15,F,AD,2006,5655.0
Y_LT15,F,AD,2007,5702.0
Y_LT15,F,AD,2008,5747.0
Y_LT15,F,AD,2009,5774.0
Y_LT15,F,AD,2010,5810.0
Y_LT15,F,AD,2011,5852.0
Y_LT15,F,AD,2012,5852.0
Y_LT15,F,AD,2013,5752.0
Y_LT15,F,AD,2019,5142.0
Y_LT15,F,AL,2002,432362.0
Y_LT15,F,AL,2003,418984.0
Y_LT15,F,AL,2004,407426.0
Y_LT15,F,AL,2005,393256.0
Y_LT15,F,AL,2006,376726.0
Y_LT15,F,AL,2007,359303.0
Y_LT15,F,AL,2008,343413.0
Y_LT15,F,AL,2009,329116.0
Y_LT15,F,AL,2010,315078.0
Y_LT15,F,AL,2011,300330.0
Y_LT15,F,AL,2012,287698.0
Y_LT15,F,AL,2013,278228.0
Y_LT15,F,AL,2014,270656.0
Y_LT15,F,AL,2015,261901.0
Y_LT15,F,AL,2016,253685.0
Y_LT15,F,AL,2017,250888.0
Y_LT15,F,AL,2018,245606.0
Y_LT15,F,AL,2019,240421.0
Y_LT15,F,AL,2020,233855.0
Y_LT15,F,AL,2021,228643.0
Y_LT15,F,AL,2022,223779.0
Y_LT15,F,AL,2023,218345.0
Y_LT15,F,AM,2006,315462.0
Y_LT15,F,AM,2007,300209.0
Y_LT15,F,AM,2008,289261.0
Y_LT15,F,AM,2009,282112.0
Y_LT15,F,AM,2010,278798.0
Y_LT15,F,AM,2015,271700.0
Y_LT15,F,AM,2016,274949.0
Y_LT15,F,AM,2017,278476.0
Y_LT15,F,AM,2018,280651.0
Y_LT15,F,AM,2019,281197.0
Y_LT15,F,AM,2020,281565.0
Y_LT15,F,AM,2021,281405.0
Y_LT15,F,AM,2023,281386.0
Y_LT15,F,AT,1960,750261.0
Y_LT15,F,AT,1961,769513.0
Y_LT15,F,AT,1962,785724.0
Y_LT15,F,AT,1963,795832.0
Y_LT15,F,AT,1964,808865.0
Y_LT15,F,AT,1965,824429.0
Y_LT15,F,AT,1966,838967.0
Y_LT15,F,AT,1967,854385.0
Y_LT15,F,AT,1968,868325.0
Y_LT15,F,AT,1969,879045.0
Y_LT15,F,AT,1970,887693.0
Y_LT15,F,AT,1971,890035.0
Y_LT15,F,AT,1972,891128.0
Y_LT15,F,AT,1973,889188.0
Y_LT15,F,AT,1974,882646.0
Y_LT15,F,AT,1975,870560.0
Y_LT15,F,AT,1976,853078.0
Y_LT15,F,AT,1977,832796.0
Y_LT15,F,AT,1978,811118.0
Y_LT15,F,AT,1979,785902.0
Y_LT15,F,AT,1980,762359.0
Y_LT15,F,AT,1981,745106.0
Y_LT15,F,AT,1982,732433.0
Y_LT15,F,AT,1983,714472.0
Y_LT15,F,AT,1984,697163.0
Y_LT15,F,AT,1985,682163.0
Y_LT15,F,AT,1986,670592.0
Y_LT15,F,AT,1987,660737.0
